CentralAir,Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
Y,46361.58327,4,8,6,37548,483458.5483,"79100 Rivera Loaf
Liustad, OR 71668"
Y,63059.34425,4,8,4,25390,925394.135,"653 Odom Squares Apt. 489
Andrewview, NY 75475"
Y,63288.04057,5,7,6,39627,1143377.602,"Unit 9664 Box 1605
DPO AA 30902"
No,78646.88235,5,6,3,41268,1283401.789,"91985 Michael Parkway
North Eric, WI 92077-4532"
Y,64989.78396,5,7,6,34819,1031367.589,"48441 Christian Rest Apt. 971
Lake Christopher, OK 04397-2119"
Y,78190.14178,5,7,3,35280,1153605.031,"47908 Carter Haven
North Taylor, NV 99636"
Y,69528.55743,6,6,3,33176,995137.2024,"13830 Sharon Forge Suite 609
Barrettton, DC 75212-8907"
Y,55935.78141,6,9,6,37567,1006580.48,"434 Soto Springs
East Christinefurt, OR 66805-0800"
Y,60940.70797,7,6,4,31113,987434.7498,"USNV Stewart
FPO AP 14871"
Y,55774.73384,5,8,4,38813,897013.181,"676 Carol Pines Apt. 671
Lake Jerrybury, NV 90225-2793"
Y,85337.5516,5,6,3,31219,1560838.45,"619 Luis Rest
Port Jenniferland, MD 87173-4829"
Y,74438.95591,8,6,4,22955,1349818.25,"011 Michael Harbor Suite 611
Davisside, CA 83435-0364"
Y,67071.83062,5,8,5,32085,883147.471,"2681 Simmons Meadows
Lake James, KY 17286"
Y,76822.43487,5,6,3,24966,926482.4677,"317 Rebecca Junction
West Sharon, UT 51606"
Y,68375.01615,6,6,2,41563,1100152.088,"5267 Jeffrey Lock
Parksstad, IN 42771-6269"
Y,56983.90282,6,7,2,27207,674197.852,"5954 Chambers Isle Apt. 093
Port Tiffany, MD 80411-8043"
Y,72750.48451,8,7,4,36051,1587350.294,"235 Thomas Hollow
Wilsonbury, KY 47401-6920"
Y,80156.9857,4,6,4,43328,1276987.492,"8384 Davis Neck Suite 013
South Jasontown, TX 20572"
Y,72432.26466,6,7,3,23948,982344.8121,"2202 Hubbard Divide Apt. 972
Brownview, NM 98855"
Y,62128.78493,7,8,6,37890,1153433.081,"223 Paul Shoals Apt. 026
Georgeshire, VA 83084"
Y,60434.35499,5,7,2,29551,799124.8492,"900 James Flats
Adamsview, PR 83717"
Y,75393.12118,7,6,2,27537,1169640.324,"591 Jorge Brook
Vincentville, AS 27540-3272"
Y,85994.28637,8,6,4,20304,1591203.49,"297 Garcia Curve
Codyside, NE 95207"
Y,66644.29034,8,6,3,36859,1450769.841,"39749 Jaime Brook
Lake Amanda, MS 62810-2464"
Y,76784.1184,6,7,5,40278,1381442.758,"64348 Cheryl Tunnel Apt. 642
Matthewton, IA 70043"
Y,71965.62103,8,8,5,48874,1930805.947,"39310 George Forge
West Caroline, VA 41040-3222"
Y,78898.80229,6,6,4,29959,1280548.089,"5666 Lindsey Creek Apt. 249
East Monicaton, NC 26803"
Y,58321.56896,5,7,2,45980,916344.2938,"50532 Max Parks Suite 225
East Davidshire, PW 60274-7425"
Y,51446.28425,6,8,3,39900,1170892.98,"9789 Robert Road Apt. 745
Ewingfurt, WV 91075-6812"
Y,79936.22535,7,9,5,23655,1616382.932,"097 Ochoa Trace
Joseborough, PR 76696-1567"
Y,49589.12205,7,8,4,31734,1056518.913,"PSC 3120, Box 4004
APO AP 28912"
Y,72055.68017,7,7,4,43543,1583897.538,"314 Hernandez Plain Apt. 270
Arielfurt, VT 49988-8347"
Y,70125.76584,5,5,4,22063,619407.4863,"4138 Brooks Mews
Danielleton, GU 02274-1581"
Y,54839.41018,6,7,6,48345,1043415.992,"8938 Kimberly Stravenue
Justinland, SC 31130"
Y,66832.28775,6,7,6,33076,1222344.208,"0473 Williams Shore
New Lori, WI 76161"
No,72121.32456,5,8,3,45906,1433538.321,"8133 Mark Overpass
Lake Ricky, MN 53896-2096"
Y,69516.09356,6,8,5,28373,1474417.272,"438 Cox Roads Suite 282
Davidhaven, TN 97380"
Y,86310.09015,6,9,6,29777,1827899.186,"8452 John Spring Suite 590
Gutierrezberg, DE 05330"
Y,69325.09405,4,8,5,36346,1130537.993,"49584 Tamara Shores Suite 197
Marilynton, IN 34938-9428"
Y,62390.3331,5,5,3,37536,758886.6888,"13142 Molina Shoals Apt. 657
Nathanchester, AS 56000-0238"
Y,70185.74428,6,7,5,26053,1210400.127,"1721 Darrell Shoal Suite 646
West Erin, MO 09594-4514"
Y,46991.78622,5,7,3,33235,674817.5428,"8192 Roger Islands
West Vanessa, NC 85335-6851"
No,69269.93815,6,6,3,32699,1232209.476,"74115 Logan Unions Apt. 434
Cannonport, PA 71153-5901"
Y,96290.15967,5,8,5,45801,2105205.856,"Unit 4093 Box 6395
DPO AA 76428"
Y,63085.21132,7,9,5,35193,1662585.938,"1088 James Shores
Traceyfurt, LA 31588"
Y,76788.62439,5,6,4,35936,1443907.747,"52045 Darrell Walk
East Shannon, WV 79583-1252"
Y,58054.09948,5,7,6,35258,781482.5832,"63418 Darlene Brook
West Gregory, MT 04666-3953"
Y,68654.10153,6,8,4,41730,1557794.021,"6346 Valenzuela Streets
West Robert, MN 42756-3383"
Y,74756.93253,7,7,2,24492,1476277.527,"5361 Taylor Plains
East Susanview, VT 73748-8130"
Y,75390.249,5,6,2,49401,1412449.479,"665 Patrick Shoal Suite 523
Josephchester, DC 66472-0044"
Y,63272.13067,8,7,3,46312,1438290.851,"634 Steven Trafficway
Lake Staceybury, NE 91068-8520"
Y,63884.92641,8,6,4,64567,1667560.879,"42051 Jeffrey Plaza Apt. 613
East Katelynview, MI 10825-3446"
Y,61654.69888,4,9,6,41910,1131532.919,"46268 Adams Vista
North Tanya, MA 11229-3420"
Y,52204.39948,6,8,6,40056,1154270.485,"030 Marc Pines
Port Michaelmouth, IL 71537"
Y,72177.59695,6,9,6,28394,1650770.93,"483 Courtney Mill
Ashleychester, IN 02878-0101"
Y,82816.56094,5,7,2,36856,1387987.803,"2803 Hall Garden Suite 357
East Carlos, ND 24006-0791"
Y,60005.63206,8,8,6,25480,1325294.121,"36236 Travis Shoal Suite 858
Lake Anna, GU 82041-3833"
Y,71323.14013,6,4,2,28796,825095.1086,"281 Cooper Bypass Apt. 273
Michaelfurt, LA 22609"
Y,74111.64223,4,8,3,30079,944186.1591,"086 Thompson Path
Katherinefort, NE 92321"
Y,68163.11524,7,8,6,36546,1608726.681,"23366 Mary Harbors Apt. 296
North Cynthia, FL 19202-9244"
Y,60272.76756,5,7,5,35890,1050223.668,"8775 Angela Flats
West Jasonchester, CT 06251-9759"
No,61310.27641,7,8,5,43992,1417691.113,"154 Johnson Mission
Port Cynthiashire, UT 58197-9118"
Y,73370.74215,5,6,2,56541,1386351.145,"9632 Price Freeway Apt. 884
Harriston, IL 41810-0642"
Y,66718.40189,6,8,4,20156,1015546.309,"Unit 5509 Box 8951
DPO AP 65100-0476"
Y,61687.8698,5,7,3,34761,991934.0654,"253 Marshall Manors
West Karenmouth, MH 73741"
Y,83298.18337,5,6,3,33657,1267433.909,"026 Travis Vista Suite 058
Arnoldbury, VI 63132-3223"
Y,79647.16524,5,7,3,48361,1491811.661,"Unit 5350 Box 3288
DPO AE 68325"
No,53042.22787,7,6,4,60301,1222887.121,"687 Hart Keys
West Kenneth, FM 70173-8594"
Y,59867.84278,4,8,4,47726,1114901.973,"50050 Gibbs Shore
Tateville, OR 19410-0443"
Y,68570.08228,5,6,4,44477,1024787.942,"Unit 8667 Box 6237
DPO AE 76811-0261"
Y,55456.77324,6,5,2,37009,675489.7527,"USNS Hall
FPO AA 28619-5770"
Y,70021.16153,7,8,4,44936,1515157.081,"161 Aaron Points Suite 953
North Ricky, OK 76842-7978"
Y,51797.30318,5,7,4,30640,491085.826,"USNV Price
FPO AP 84761"
Y,40394.03913,5,8,3,40852,737147.0943,"55489 Hardy Summit Apt. 183
North Jasmine, DC 28961-0760"
Y,68597.93034,5,7,4,45359,1208875.084,"867 Lindsey Burg Suite 870
West Allisonport, TN 11634-2334"
Y,41518.77939,7,8,3,40432,1073355.784,"16529 Farmer Shoals
Graymouth, HI 13778"
Y,67186.26237,6,4,3,16293,554702.6802,"3602 Brian Flat
South Katherineborough, KS 22066"
Y,64316.12886,6,6,4,38159,1225796.414,"04197 Billy Green
Ericchester, TN 24477"
Y,69048.16297,5,6,3,41774,1282339.35,"9707 Robin Groves Suite 519
Browntown, MA 39144-3070"
Y,70036.30431,6,8,6,47619,1409824.638,"9107 Ruben Rapids Apt. 704
Garrisonstad, VT 67980-5474"
No,79710.19507,5,8,6,39830,1448668.424,"317 Deborah Terrace
Barnesmouth, OH 79653"
Y,52799.78886,7,7,7,20438,728402.0001,"30346 Roth Square Suite 379
South Scottton, KS 95914-7684"
Y,64634.63095,7,5,2,52132,1381482.685,"5904 Hernandez Flat
West Dawn, MP 80987-3220"
Y,69467.9013,5,7,4,55700,1424994.375,"922 Collins Corners
Martinberg, KY 42192-6166"
Y,79504.65959,7,8,4,42677,1741105.641,"106 Colon Courts
South Brittanystad, MO 22511-2522"
Y,73789.89048,7,6,2,47039,1361230.121,"3403 Jacob Shoal
Olsonton, WI 83296-0881"
Y,55813.29647,8,8,6,22779,1164497.019,"65858 Simmons Coves Apt. 430
East Garyshire, LA 01286"
Y,75947.47173,5,7,6,37455,1375736.957,"2198 Green Pike
South Nicole, KY 29768"
Y,58615.1456,5,6,3,40187,636506.0006,"5802 Hudson Crest
Elliottstad, UT 03084"
Y,56868.10768,6,7,3,31060,775957.6721,"7086 Sheila Curve
North Amandaburgh, DE 08791"
Y,70586.59589,5,7,4,31799,976540.0985,"287 Fields Falls Suite 212
Wellsside, WY 48741"
Y,64494.47976,6,8,3,29404,1048302.409,"335 Adam Key
Port Luisport, WY 56139"
Y,61808.02739,4,6,4,40775,575694.1732,"055 Willis Cliff Apt. 822
New Patrick, AS 92805"
Y,78748.02509,6,6,4,30641,1365437.489,"9766 Brandy Cliff
Ashleyberg, VA 00360-7364"
Y,71534.81599,6,8,4,37402,1403219.371,"661 Jackie Key Suite 126
Jamesbury, CA 17905"
Y,72386.54873,7,7,4,49847,1723424.672,"2188 Derek Orchard
Port Katieshire, IL 81640-8404"
Y,80258.11862,7,8,6,42015,1987332.217,"25489 Ortiz Corners
Port Kirsten, LA 78616"
Y,60831.35617,7,7,5,33624,1285202.337,"91286 Small Shoal
New Jacqueline, CO 84213"
Y,74325.0844,6,6,3,32035,1306056.565,"73203 Kristy Pine Apt. 726
Randyview, VA 26110"
Y,54562.86872,6,6,2,39736,778546.1621,"394 Jeffrey Walk
Lake Stephanieton, HI 16250"
Y,74367.54263,5,6,4,44664,1155681.867,"8067 Brennan Terrace Apt. 030
Jesseburgh, MN 28580-0632"
Y,84377.47549,6,8,6,27093,1540737.193,"103 Jennifer Cove Suite 744
East Victoria, DC 35220-7777"
Y,66524.47102,5,7,4,34619,934408.7143,"490 Mason Curve Suite 347
Thomasshire, CA 19167"
Y,47685.25759,5,6,3,20963,294170.7464,"19856 Howard Estate
North Ronald, OH 95625"
Y,75071.96828,6,7,3,35579,1423025.101,"462 Hull Plains Suite 537
South Christopher, DC 83232-9702"
Y,52157.74005,6,6,2,44783,876763.5841,"PSC 9607, Box 4025
APO AE 44132"
Y,93439.80413,4,7,3,34931,1416408.25,"6172 Taylor Station Suite 898
Buckstad, IN 33369-1773"
Y,56914.49022,5,6,4,36352,972536.6628,"204 Lee Courts Apt. 958
North Troy, PR 25108-5021"
Y,71336.78028,8,5,4,58926,1729061.656,"163 Curtis Road
West Heathershire, DC 14103-3598"
Y,73120.65722,5,6,2,32402,981259.5641,"3175 Louis Ville
East Abigailmouth, CO 75216"
Y,54700.29346,7,5,4,46224,1125230.45,"08283 Jim Drives Suite 982
East Christinafurt, WA 28832-9229"
Y,38139.91904,6,6,2,45900,723750.0653,"2899 Katherine Junction
North Richardview, SC 52089-4919"
No,74567.19961,6,8,5,44393,1556552.474,"683 Nicholas Lake Suite 278
Maryborough, NV 35094"
Y,71628.50644,5,7,4,44388,1391303.787,"025 Sandra Spring
Aaronbury, OK 28010"
Y,71375.96616,5,8,5,30470,1103648.288,"8181 Michelle Fords Apt. 976
South Sharonborough, IL 69416-4860"
Y,82858.44891,8,9,5,36836,2005037.307,"9963 Terri Cove Suite 637
Port Danielleborough, HI 98045-2788"
Y,67907.05877,5,6,2,30268,1055153.32,"7979 Pierce Burgs
North Deborah, IA 88107"
Y,80606.86162,6,7,4,34355,1389366.718,"5478 Mueller Loaf
Marissaside, VA 10147"
Y,63585.83655,6,8,3,43548,1249461.562,"559 Tammy Knolls
Port Gary, WY 40773-0532"
Y,87802.39141,5,7,5,34354,1501482.22,"87550 Jackson Estates
Lake Michelle, OK 38565"
Y,64446.15728,6,7,4,46744,1296134.395,"9910 Jessica Greens
Grahamfurt, SD 63388"
Y,56501.22845,7,6,4,34720,992773.7916,"76968 Carla Forks
North Samuelborough, IN 98003-5220"
Y,65037.2592,6,8,6,27357,1085101.324,"Unit 8978 Box 9314
DPO AA 62679"
Y,55146.81015,5,7,2,40018,734562.1045,"19193 Kristin Drive Apt. 199
Richardshire, FM 36385"
Y,52122.95431,7,8,3,38765,1221827.822,"1345 Chavez Canyon
Lake Alexander, IN 90097"
Y,59765.1544,7,7,4,39557,1489970.147,"1500 White Dam Apt. 706
Angelatown, MI 85680-7551"
No,79745.85949,8,6,3,39512,1696086.168,"PSC 2584, Box 7364
APO AP 59818"
Y,66449.93044,5,6,4,18726,891259.3384,"022 Valdez Freeway
Shannonstad, MA 34534"
Y,65314.72011,7,6,2,36565,1347083.07,"52106 Bradley Ferry Suite 244
Chasechester, NJ 96162-4379"
Y,59879.22306,6,9,6,40839,1428797.372,"9188 Morris River
Millerside, MT 60924"
Y,65220.99817,6,9,4,19500,1198678.984,"069 Mary Mission Suite 064
Karenchester, ME 18824-1236"
Y,54850.4366,7,7,6,43808,1194083.247,"4680 Kristina Bridge
Marquezville, MN 20305"
Y,86260.711,5,7,3,23965,1233126.836,"37233 Reed Tunnel
Williamsport, MS 62923-6005"
Y,73391.28054,7,8,4,36714,1587585.485,"628 Edwin Points
Port James, OK 42229-3818"
Y,70323.10329,5,5,4,36148,1025439.434,"946 Romero Junction Apt. 325
Lake Annette, ME 12933"
Y,62124.47544,5,7,4,20479,700903.5639,"363 Smith Road
West Allison, NY 64334"
Y,55745.04104,8,7,2,36078,1180903.434,"51858 Martinez Glens
Lisamouth, UT 55482-2907"
Y,60244.29,6,6,2,24603,914136.5198,"39114 Hannah Estate Suite 569
South Danielton, GU 39533"
Y,53624.82011,7,6,4,36076,1178600.648,"1725 Allen Dale Suite 239
Elizabethbury, GU 83239"
Y,67168.16617,7,6,3,45708,1328572.191,"771 Murray Spring Apt. 685
Bennetttown, MI 95170-5129"
Y,71405.05934,4,7,4,22084,742449.3106,"8184 Thomas Field Apt. 834
South Sherrystad, PW 74340"
Y,45863.03216,6,7,3,34426,964596.7498,"166 Alejandro Ways
North Stephanieton, NH 35401-1503"
Y,67424.49083,7,10,3,37721,1613037.509,"5752 Kimberly Run
South Seth, GU 83042-8433"
No,69208.50651,6,7,4,13355,816772.3751,"3178 Thompson Wells
West Valeriebury, CT 94570"
Y,67951.74853,6,6,3,38731,1283208.829,"599 Rollins Port
North Justinburgh, WY 70184"
Y,61867.91686,5,7,3,26133,975385.5554,"11929 William Plaza
Mullinsland, NE 97750"
Y,61369.48315,5,6,4,37671,889845.6012,"06367 George Underpass
Hubbardfort, TX 32436"
Y,63580.73288,6,8,3,31081,979282.7631,"613 Stephenson Motorway Suite 485
North Diane, TX 13834"
Y,62669.0388,5,6,2,38548,896937.6578,"PSC 9208, Box 7434
APO AE 49176"
Y,90586.12891,7,6,2,34923,1712388.873,"06374 Martin Passage
New Shawnland, KS 59839-6569"
Y,72449.80441,6,7,4,44066,1367292.96,"PSC 7494, Box 2912
APO AE 17450-9053"
Y,67683.20307,6,6,3,31420,949879.9339,"899 Aguirre Corner Apt. 026
Brownborough, AR 91532"
Y,79057.79892,8,10,3,27142,2050594.046,"34645 Brandy Station
Salinasport, MO 74104"
Y,88799.30164,6,5,4,39139,1616631.334,"532 Coleman Hollow Apt. 140
Sandovalberg, AK 63927-0427"
Y,61150.55722,8,7,3,31517,1358350.398,"944 Leonard Green
Mckinneyberg, MI 33444"
Y,73984.73915,7,8,5,36773,1708127.578,"530 Dwayne Via
Montgomeryport, FL 60457-2198"
Y,79915.51263,8,7,4,53160,1970419.054,"57221 Joseph Extension
Port Peggyborough, GU 56078-8564"
Y,80055.12605,6,7,6,44973,1636080.39,"734 William Turnpike Apt. 785
Davidberg, RI 99205-7061"
Y,60992.53649,6,9,6,55948,1591269.993,"30241 Webster Route
Estradaborough, NH 40106"
Y,72533.05727,8,6,2,46370,1806231.452,"99091 Mosley Station
Lewisside, KY 57953"
Y,69753.28542,6,5,2,50740,1138748.964,"510 Erik Track Apt. 093
Padillastad, MA 37207-5431"
Y,77623.98361,6,6,2,38661,1246440.856,"467 Sierra Trace Suite 724
South Adamchester, IN 71539-7488"
Y,84292.10663,7,6,3,24380,1407123.8,"08588 Brenda Junctions
Ingramburgh, MO 23967-1554"
Y,75790.48514,6,7,3,31312,1370830.389,"27677 Soto Underpass Suite 189
South Carla, IN 62296"
Y,73079.55072,5,7,4,56971,1492521.867,"34796 Conrad Street
Melissaville, MP 94430-9181"
Y,66235.88812,4,6,2,34922,762391.7761,"Unit 5207 Box 8213
DPO AP 65091-3577"
Y,85852.14918,6,7,5,33200,1668448.098,"PSC 8780, Box 7310
APO AE 82682"
No,62333.48575,5,7,6,29705,945057.3184,"5219 Ray Lights
Kellershire, NJ 68873-7542"
Y,60110.37928,6,6,4,32536,874497.2655,"29222 Smith Rest
Michelletown, MS 57014-3973"
Y,76568.23475,5,6,4,30824,1080170.907,"393 Edward Falls Suite 016
West Steveville, GU 02435"
Y,73257.26545,4,6,2,44882,1049007.017,"65670 Jerry Ridges
West Linda, IA 67283"
Y,53657.292,6,6,2,38994,826587.3919,"00347 Donald Cliff Apt. 813
Port Kimberlyland, AR 23707"
Y,78583.26472,5,7,3,35272,1384328.122,"22992 Gonzales Crossroad Suite 385
Port Jacobport, AS 35161"
Y,62370.03191,7,7,4,27221,1027311.508,"5049 Emily Roads
New David, MS 50520-8538"
Y,72937.70838,7,7,2,57122,1938713.985,"11627 Robert Turnpike
Frankview, WI 66018"
Y,77033.91359,4,8,6,26160,1025417.888,"0569 Reed Gateway Suite 278
Mcmahonport, IA 99324-3105"
Y,49854.39272,5,8,3,27403,594816.9325,"57320 Timothy Summit Suite 813
Jonathanview, SD 71285-5217"
Y,87903.74353,5,6,4,28782,1369970.613,"8946 Amanda Groves
North Jasonfurt, OR 67994-4423"
Y,35608.98624,7,8,6,20833,449331.5835,"652 Stanton Island
Adamsview, VA 56957-9960"
Y,62933.33472,7,8,3,32234,1253359.954,"6228 Cristina Walk
Collinsstad, RI 77748"
Y,73260.62822,6,8,6,25943,1347234.093,"68561 Guzman Pike
East Sophiamouth, SD 27058"
Y,71452.09168,5,7,4,42152,1257780.067,"319 Leah Way
New Kimberlyborough, DE 67521"
Y,65550.80328,5,8,3,55084,1474296.416,"008 Hanson Circles Suite 611
Lake Timbury, TX 85722"
No,73309.24009,7,7,2,39583,1513273.017,"517 Padilla Via Suite 659
Lake Christopher, GA 09246"
Y,55331.28845,4,8,6,53056,1042243.731,"825 Walsh Estate Apt. 155
Lake Allen, MT 72047"
Y,73212.4238,6,6,4,34020,1288069.226,"35199 Avery Turnpike
Colonport, LA 95955-3267"
Y,78300.40979,6,9,6,53921,1988563.993,"81498 James Keys Suite 246
Chambersshire, ME 69563"
Y,69154.76202,4,7,4,36179,799842.3758,"40506 Patricia Streets Suite 594
North Joshua, NJ 70635"
Y,76107.67404,7,7,3,56377,1813555.33,"130 Browning Union
West Latoya, CO 81571-8710"
Y,55415.24226,6,5,2,24291,492984.5947,"1567 Larson Lakes
Alvarezview, MT 72082"
Y,81970.46446,5,7,2,33285,1325531.155,"6477 Cunningham Manor
South Thomasshire, OR 14654"
Y,53935.10993,8,7,2,53504,1315138.251,"USCGC Johnson
FPO AP 08459-0719"
Y,61058.96859,5,6,4,36325,729990.0244,"6317 Walsh Key
Rachelbury, WY 60943"
Y,61676.73492,6,9,4,38468,1328658.911,"9423 Paige Unions Apt. 551
Valeriebury, AZ 96799-4795"
Y,59391.05678,6,9,6,64543,1599416.014,"0309 Kaylee Springs
Joelhaven, MA 29639"
Y,72007.4888,6,7,2,53713,1348251.597,"Unit 3582 Box 2159
DPO AA 10955"
Y,77079.71716,4,7,2,32237,1018457.987,"459 Foley Parkways Apt. 307
Andrewtown, KY 41233"
Y,86219.59857,6,6,2,44034,1517597.527,"9891 Jon Crest
North Kevin, AZ 87146"
Y,65279.53406,7,6,2,39419,1247289.49,"9722 Daniels Haven Suite 025
Lake Jennifer, DC 85154"
Y,64962.433,7,7,3,17094,906034.6514,"770 Kenneth Avenue
Anthonymouth, IN 34062"
Y,68450.34379,7,6,2,32148,1203089.989,"48027 Gomez Court
Charlesberg, OH 33137"
Y,62305.63841,6,8,3,47067,1375771.129,"8553 Donald Avenue
Bakerville, SD 40866"
Y,51621.33042,5,6,2,18194,459446.4193,"2696 House Spur
Brittanyshire, NJ 19481-7658"
Y,66571.38612,5,9,5,26652,1238486.17,"08132 Paula Mountain Suite 428
North Tyler, IL 81930"
Y,80963.17755,6,7,4,24602,1309768.196,"61104 Cruz Expressway Suite 446
Donaldberg, NH 44190"
Y,61761.31841,6,7,3,38825,1111580.1,"68508 Hall Canyon Apt. 405
Jonathanbury, MI 18677-2405"
Y,80931.50922,6,4,4,31837,1099788.698,"Unit 3247 Box 3138
DPO AP 57852-8508"
Y,73278.8044,6,7,4,23586,1247384.085,"2611 Christine Road
Nicoleport, VT 37604-0248"
Y,74416.20429,5,7,6,47907,1546469.783,"45752 Nelson Glen Suite 166
Manningside, MA 58972"
Y,64590.51459,5,7,3,19652,729315.3749,"6902 Rodriguez Flats
Port Tylermouth, KS 00622-4564"
Y,65627.05111,8,7,2,44808,1614667.528,"71899 Cole Throughway Apt. 835
North Wendymouth, FM 73767"
Y,75434.55458,6,8,4,43182,1613325.655,"746 Steele Terrace Suite 937
Hughesborough, MS 51862"
Y,70153.70129,4,6,2,35808,765505.3475,"Unit 6663 Box 8817
DPO AE 57810"
Y,84014.41157,7,7,3,41819,1696785.902,"USCGC Martinez
FPO AP 67990-6855"
Y,65489.29173,6,7,3,22599,980161.6274,"389 Luna Squares Apt. 797
East Russellmouth, AL 36775-2638"
Y,78545.32417,6,6,4,34477,1167621.046,"1162 Michelle Green
Cheyennechester, NM 45297-5228"
Y,71893.47208,6,8,4,19034,995849.7751,"USCGC Gomez
FPO AA 97030"
Y,73311.08804,6,6,2,37253,1276494.765,"3960 Bush Walks
Kimville, TX 38356-9719"
No,77504.80423,6,7,5,41865,1649156.608,"2669 Karen Square Apt. 062
New Jennifermouth, PR 19498"
Y,75668.93213,5,8,3,40746,1603268.211,"216 Oliver Keys
Zamorafurt, GU 66579"
Y,77032.27071,5,8,3,29023,1314387.407,"Unit 8133 Box 6709
DPO AE 86310-8698"
Y,71467.13016,6,7,3,39812,1357366.528,"72667 Timothy Flat Apt. 173
Robinsonmouth, GU 99851-4011"
Y,70189.00591,5,6,4,53705,1308017.314,"47143 Terry Plain
Karenfort, AL 41285-0143"
No,77085.54711,6,6,4,21287,1246015.297,"231 Michelle Falls
Williamsfort, AR 04033-9918"
Y,80957.05293,7,7,6,30545,1467959.529,"24628 Gray Curve
Kirkshire, WY 39107"
Y,56986.83313,6,8,5,43921,1239309.915,"736 Tara Dam Suite 886
Port Katelynchester, LA 57144-8259"
Y,69155.64581,7,7,4,40808,1457022.63,"31028 Smith Springs Suite 877
South Jeffreychester, WI 94105-9295"
Y,76850.37944,5,6,4,36333,1315666.874,"8088 Miller Plains
Mollyport, AK 44811-8095"
Y,70866.71679,6,6,2,24512,885709.7643,"538 Roger Circle Apt. 824
Juarezport, OR 83733"
Y,54028.10097,5,6,3,31320,566645.8578,"PSC 9663, Box 0897
APO AA 89838"
Y,64315.31047,6,6,2,34940,1088176.201,"759 Oneal Crescent
Colleenport, NM 31592-5032"
Y,66374.68733,6,6,3,36809,1105737.462,"280 David Viaduct
New Laurenbury, GA 91091-4353"
Y,63221.91504,7,8,4,44348,1571664.903,"23837 Kayla Lodge
North Susan, ID 23300"
Y,80417.54394,5,7,4,44524,1412144.508,"91640 Christina Islands Suite 013
Jillstad, IA 21280-8165"
Y,73053.95322,6,7,4,41687,1220724.177,"2248 Bell Isle
Christinaburgh, OK 79572"
Y,62948.73571,6,7,4,30495,1011909.694,"88935 Thomas Ports Apt. 639
East Kimberly, MS 36461"
Y,59037.60924,5,8,5,26234,685922.3852,"USNS Johnson
FPO AA 60918"
Y,67314.74488,6,6,4,31873,1175190.673,"6245 Steven Alley Suite 766
New Manuel, NE 20516-7507"
Y,58714.48145,6,8,5,32763,1053891.645,"005 Robin Road Apt. 246
Port Larrychester, NE 24085-7161"
Y,78286.51791,4,7,5,42426,1360502.249,"379 Williams Loop Apt. 647
Port Staceyberg, VA 40911-0337"
Y,68785.20331,7,7,4,48565,1409038.987,"2707 Kaiser Summit
Port Jason, MN 67672"
Y,62970.72143,6,7,2,14241,547794.5712,"12649 Cindy Parkway
South Joseph, CT 07688-3813"
Y,85048.19587,5,6,4,23663,1211442.941,"0191 Danielle Park Suite 342
Matthewmouth, ND 66877"
Y,82425.05337,5,6,2,41020,1403296.258,"298 Edwards Village Apt. 878
East Jeffreyshire, OH 06998-9930"
Y,68817.20236,6,5,4,35622,1125696.862,"6322 Jensen Overpass
Port Seth, UT 98405-6588"
Y,63170.38218,6,5,2,44345,1067191.98,"3488 Marshall Summit
Warnerport, CT 34831-0820"
Y,66943.79999,4,7,3,28985,786257.7826,"340 Peggy Village Suite 573
Tammyview, TX 20289"
Y,74591.28235,6,7,3,28861,1341069.16,"8904 Morales Crossroad
South Deborahmouth, MA 50627"
Y,62302.06385,5,7,3,40291,777718.8986,"286 Allen Common Apt. 060
North Katelynmouth, OH 14510"
